Query_1	Subject_1	100.000	18	0	0	50717	50734	8846	8863	0.33	34.4
Query_1	Subject_1	100.000	18	0	0	24554	24571	24680	24697	0.33	34.4
Query_1	Subject_1	100.000	18	0	0	33064	33081	27066	27049	0.33	34.4
Query_1	Subject_1	100.000	18	0	0	47956	47973	31218	31201	0.33	34.4
Query_1	Subject_1	100.000	18	0	0	44197	44214	31218	31201	0.33	34.4
Query_1	Subject_1	100.000	18	0	0	55496	55513	31219	31202	0.33	34.4
Query_1	Subject_1	100.000	18	0	0	53716	53733	31219	31202	0.33	34.4
Query_1	Subject_1	100.000	18	0	0	56555	56572	32459	32476	0.33	34.4
Query_1	Subject_1	100.000	18	0	0	62476	62493	33199	33216	0.33	34.4
Query_1	Subject_1	100.000	18	0	0	53716	53733	33242	33225	0.33	34.4
Query_1	Subject_1	100.000	18	0	0	62476	62493	33811	33794	0.33	34.4
Query_1	Subject_1	100.000	18	0	0	53716	53733	34193	34210	0.33	34.4
Query_1	Subject_1	100.000	18	0	0	56555	56572	45184	45201	0.33	34.4
Query_1	Subject_1	100.000	18	0	0	53716	53733	50776	50759	0.33	34.4
Query_1	Subject_1	100.000	18	0	0	84220	84237	53733	53716	0.33	34.4
Query_1	Subject_1	100.000	18	0	0	68649	68666	53733	53716	0.33	34.4
Query_1	Subject_1	100.000	18	0	0	85620	85637	53716	53733	0.33	34.4
Query_1	Subject_1	100.000	18	0	0	73480	73497	55529	55512	0.33	34.4
Query_1	Subject_1	100.000	18	0	0	56555	56572	56572	56555	0.33	34.4
Query_1	Subject_1	100.000	18	0	0	20108	20125	64695	64678	0.33	34.4
Query_1	Subject_1	100.000	18	0	0	42872	42889	71122	71139	0.33	34.4
Query_1	Subject_1	100.000	18	0	0	47972	47989	73497	73480	0.33	34.4
Query_1	Subject_1	100.000	18	0	0	44213	44230	73497	73480	0.33	34.4
Query_1	Subject_1	100.000	18	0	0	81532	81549	73480	73497	0.33	34.4
Query_1	Subject_1	100.000	18	0	0	19987	20004	76943	76960	0.33	34.4
Query_1	Subject_1	100.000	18	0	0	21004	21021	81286	81269	0.33	34.4
Query_1	Subject_1	100.000	18	0	0	56555	56572	82557	82574	0.33	34.4
Query_1	Subject_1	100.000	18	0	0	83318	83335	82847	82830	0.33	34.4
Query_1	Subject_1	100.000	18	0	0	55485	55502	83403	83420	0.33	34.4
Query_1	Subject_1	100.000	17	0	0	77891	77907	548	532	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	73467	73483	548	532	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	62534	62550	532	548	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	63546	63562	542	558	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	58446	58462	2455	2439	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	5175	5191	2590	2606	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	58446	58462	2698	2682	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	19986	20002	2841	2825	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	58446	58462	3768	3784	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	58446	58462	3773	3789	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	85620	85636	5191	5175	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	31203	31219	5175	5191	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	33226	33242	5175	5191	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	50760	50776	5175	5191	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	34193	34209	5191	5175	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	68650	68666	5175	5191	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	84221	84237	5175	5191	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	77891	77907	6183	6167	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	53717	53733	6183	6167	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	17604	17620	6742	6726	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	84747	84763	8653	8669	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	31212	31228	8847	8863	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	53741	53757	8863	8847	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	58446	58462	9555	9539	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	58446	58462	10193	10177	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	33064	33080	11481	11465	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	25020	25036	11980	11996	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	58446	58462	13160	13144	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	21184	21200	20412	20428	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	67983	67999	26834	26850	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	74880	74896	27937	27921	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	65748	65764	28207	28191	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	15020	15036	32151	32167	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	17605	17621	32549	32533	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	38717	38733	32896	32880	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	58446	58462	32932	32916	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	58446	58462	33516	33500	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	58446	58462	33521	33505	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	67998	68014	33751	33735	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	77891	77907	33767	33783	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	30549	30565	42637	42621	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	77891	77907	44197	44213	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	24595	24611	45990	45974	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	42345	42361	47809	47793	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	77891	77907	47956	47972	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	19986	20002	48337	48353	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	38675	38691	50291	50275	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	62507	62523	51139	51123	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	58446	58462	51840	51856	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	58446	58462	51845	51861	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	67382	67398	51981	51997	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	67383	67399	52565	52581	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	62534	62550	53733	53717	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	57307	57323	53733	53717	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	73467	73483	53717	53733	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	58446	58462	54353	54369	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	58446	58462	54358	54374	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	58446	58462	54363	54379	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	58446	58462	54368	54384	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	58446	58462	54373	54389	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	58446	58462	54378	54394	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	75755	75771	55401	55385	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	77891	77907	55497	55513	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	9481	9497	57198	57214	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	77891	77907	57323	57307	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	73467	73483	57323	57307	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	62534	62550	57307	57323	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	9445	9461	57572	57588	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	58446	58462	62923	62939	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	77891	77907	63679	63663	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	58446	58462	66457	66473	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	58446	58462	67600	67616	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	25020	25036	67890	67906	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	58446	58462	68903	68919	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	58446	58462	68908	68924	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	58446	58462	71621	71637	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	15761	15777	71707	71691	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	58446	58462	71969	71985	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	15763	15779	72388	72404	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	67384	67400	73265	73281	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	41845	41861	75363	75379	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	15794	15810	76352	76368	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	58446	58462	76733	76717	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	14678	14694	76898	76914	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	2823	2839	77610	77626	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	17237	17253	78854	78870	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	67382	67398	80308	80292	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	20999	21015	80823	80807	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	67382	67398	82974	82958	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	58446	58462	82982	82966	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	58446	58462	83613	83597	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	31627	31643	84282	84298	1.2	32.5
Query_1	Subject_1	100.000	17	0	0	11028	11044	84387	84371	1.2	32.5
Query_1	Subject_1	100.000	16	0	0	58445	58460	1152	1167	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	11029	11044	1289	1304	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	11029	11044	1337	1352	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	42057	42072	1630	1615	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	58447	58462	3764	3779	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	10788	10803	3948	3963	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	10793	10808	3958	3973	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	77881	77896	4552	4537	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	6168	6183	5175	5190	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	62535	62550	5175	5190	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	41903	41918	5367	5352	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	15206	15221	6728	6743	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	21671	21686	6961	6976	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	67989	68004	7142	7157	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	2793	2808	7746	7761	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	72778	72793	8654	8669	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	53630	53645	8877	8862	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	75756	75771	8990	9005	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	75756	75771	9359	9374	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	14681	14696	10804	10789	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	19303	19318	11581	11596	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	19303	19318	11613	11628	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	16954	16969	13734	13719	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	75451	75466	13774	13759	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	45820	45835	15855	15870	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	18826	18841	18841	18826	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	6630	6645	21138	21153	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	44537	44552	27728	27713	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	42871	42886	29393	29378	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	20326	20341	30638	30653	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	19987	20002	32816	32831	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	19987	20002	32820	32835	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	9448	9463	32888	32903	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	74881	74896	33358	33343	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	11025	11040	33982	33967	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	802	817	34639	34654	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	19987	20002	36076	36061	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	19987	20002	36080	36065	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	58447	58462	36107	36122	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	75756	75771	36525	36540	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	56556	56571	37105	37090	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	56556	56571	37090	37105	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	83039	83054	37186	37201	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	26103	26118	39563	39578	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	53718	53733	40388	40403	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	1650	1665	42637	42622	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	67383	67398	42979	42964	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	9445	9460	43790	43805	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	41903	41918	44024	44039	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	73970	73985	47373	47388	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	9473	9488	47863	47878	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	19995	20010	47950	47935	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	41904	41919	48366	48351	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	56556	56571	48412	48427	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	11015	11030	49007	48992	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	38426	38441	50061	50076	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	802	817	50358	50373	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	21776	21791	51228	51213	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	67380	67395	51836	51851	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	24061	24076	52183	52198	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	2838	2853	53598	53583	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	67382	67397	53965	53950	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	58449	58464	53965	53950	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	58447	58462	54349	54364	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	58446	58461	54383	54398	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	33067	33082	54466	54451	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	802	817	54743	54758	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	18218	18233	55491	55476	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	14679	14694	56216	56231	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	67380	67395	56717	56732	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	58446	58461	57553	57538	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	9448	9463	57551	57566	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	58448	58463	57876	57891	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	67382	67397	58449	58464	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	33062	33077	58736	58751	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	15762	15777	59451	59466	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	56556	56571	62361	62346	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	36225	36240	62937	62952	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	19987	20002	63054	63039	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	42872	42887	63060	63045	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	20110	20125	63829	63814	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	19987	20002	65228	65213	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	19987	20002	65232	65217	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	65738	65753	65753	65738	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	15763	15778	67293	67278	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	19987	20002	71073	71088	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	30549	30564	71879	71864	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	58447	58462	71878	71893	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	26500	26515	71958	71973	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	20243	20258	72458	72473	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	11027	11042	72712	72727	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	58447	58462	73645	73630	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	19987	20002	76931	76946	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	15201	15216	78992	78977	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	19516	19531	79103	79088	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	18217	18232	79122	79107	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	9443	9458	80791	80776	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	56556	56571	81089	81074	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	9445	9460	81674	81689	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	58445	58460	82709	82694	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	17699	17714	82934	82949	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	19304	19319	83549	83534	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	10841	10856	85489	85474	4.3	30.7
Query_1	Subject_1	100.000	16	0	0	36578	36593	85727	85742	4.3	30.7
Query_1	Subject_1	100.000	15	0	0	58445	58459	22	36	16	28.8
Query_1	Subject_1	100.000	15	0	0	15762	15776	145	159	16	28.8
Query_1	Subject_1	100.000	15	0	0	11030	11044	314	300	16	28.8
Query_1	Subject_1	100.000	15	0	0	47986	48000	508	494	16	28.8
Query_1	Subject_1	100.000	15	0	0	44227	44241	508	494	16	28.8
Query_1	Subject_1	100.000	15	0	0	19986	20000	693	679	16	28.8
Query_1	Subject_1	100.000	15	0	0	17159	17173	1118	1132	16	28.8
Query_1	Subject_1	100.000	15	0	0	22432	22446	1416	1402	16	28.8
Query_1	Subject_1	100.000	15	0	0	81431	81445	1897	1883	16	28.8
Query_1	Subject_1	100.000	15	0	0	33449	33463	1883	1897	16	28.8
Query_1	Subject_1	100.000	15	0	0	52332	52346	1883	1897	16	28.8
Query_1	Subject_1	100.000	15	0	0	33067	33081	1913	1927	16	28.8
Query_1	Subject_1	100.000	15	0	0	33067	33081	1920	1934	16	28.8
Query_1	Subject_1	100.000	15	0	0	33067	33081	1927	1941	16	28.8
Query_1	Subject_1	100.000	15	0	0	5249	5263	2537	2551	16	28.8
Query_1	Subject_1	100.000	15	0	0	2870	2884	2613	2599	16	28.8
Query_1	Subject_1	100.000	15	0	0	73970	73984	2682	2668	16	28.8
Query_1	Subject_1	100.000	15	0	0	20156	20170	2691	2705	16	28.8
Query_1	Subject_1	100.000	15	0	0	20156	20170	2728	2742	16	28.8
Query_1	Subject_1	100.000	15	0	0	70509	70523	2884	2870	16	28.8
Query_1	Subject_1	100.000	15	0	0	50769	50783	2884	2870	16	28.8
Query_1	Subject_1	100.000	15	0	0	65928	65942	2870	2884	16	28.8
Query_1	Subject_1	100.000	15	0	0	17638	17652	2926	2940	16	28.8
Query_1	Subject_1	100.000	15	0	0	56558	56572	3689	3675	16	28.8
Query_1	Subject_1	100.000	15	0	0	16083	16097	3755	3741	16	28.8
